cust_key,cd_key,issue_dt,term_mo,principal_amt,rate_pct,payout_freq_cd,rate_type_cd,auto_renew_ind,status_cd,branch_id,ccy_cd,accrual_cd,brokered_ind
7529,1009828,07-JUL-2022,24,78920.76,2.177,Q,F,0,M,77,USD,ACT365,0
6975,1009829,23-SEP-2023,6,28138.21,1.188,A,F,0,M,132,USD,ACT365,0
2592,1009830,11-MAR-2020,9,222103.82,1.2,M,V,1,M,98,USD,30360,0
519,1009831,05-NOV-2025,48,41374.85,3.05,Q,V,1,A,31,USD,ACT365,0
6519,1009832,22-MAY-2021,24,87735.56,2.488,A,F,1,M,101,USD,30360,0
2987,1009833,29-MAR-2024,60,175458.01,3.739,Q,F,1,A,87,USD,ACT365,0
5990,1009834,05-NOV-2024,24,148155.02,2.399,Q,V,1,A,127,USD,ACT365,0
954,1009835,17-DEC-2020,48,232033.52,3.727,A,F,1,M,6,USD,ACT365,0
5343,1009836,20-JUL-2021,3,246923.8,0.669,A,V,0,M,39,USD,ACT365,0
4691,1009837,29-JUL-2022,18,37084.41,2.022,Q,F,1,M,81,USD,30360,1
7363,1009838,08-FEB-2025,12,57033.41,1.29,M,F,1,M,127,USD,ACT365,0
816,1009839,21-DEC-2023,3,159971.18,1.183,M,V,1,M,59,USD,30360,0
3263,1009840,01-DEC-2022,3,37109.55,0.632,M,V,0,M,82,USD,ACT365,0
7919,1009841,21-APR-2025,6,135783.69,1.08,A,V,0,M,52,USD,30360,0
3117,1009842,14-DEC-2022,3,93520.87,0.987,A,V,0,M,121,USD,ACT365,0
5264,1009843,13-JUL-2025,12,222088.43,1.43,Q,F,1,A,124,USD,ACT365,0
1288,1009844,23-OCT-2024,3,229564.65,1.093,Q,V,1,M,55,USD,30360,0
5827,1009845,27-JAN-2021,48,65078.11,3.077,A,F,1,M,20,USD,30360,1
2206,1009846,24-MAY-2022,24,24369.19,1.887,Q,V,1,M,16,USD,30360,0
4578,1009847,27-FEB-2020,60,247774.41,4.25,A,F,0,M,48,USD,30360,0
7038,1009848,27-JUN-2021,3,37898.91,0.816,Q,V,1,M,15,USD,ACT365,1
5288,1009849,21-FEB-2020,3,43771.98,0.786,A,V,1,M,69,USD,ACT365,0
3795,1009850,27-AUG-2020,48,63417.23,3.065,Q,V,1,M,132,USD,30360,0
1521,1009851,10-JAN-2020,12,85543.09,1.279,Q,F,0,M,50,USD,ACT365,0
2731,1009852,12-MAR-2024,36,37370.9,2.361,A,V,0,A,87,USD,ACT365,0
6794,1009853,23-JUL-2022,6,80896.64,1.375,M,V,1,M,131,USD,30360,1
1729,1009854,07-DEC-2022,3,5995.0,0.803,M,F,0,M,146,USD,ACT365,0
5250,1009855,09-OCT-2024,18,200345.43,1.381,M,F,0,M,24,USD,30360,0
3880,1009856,20-JAN-2025,24,66256.24,2.009,A,V,1,A,146,USD,30360,0
2567,1009857,30-APR-2023,6,204537.18,0.631,A,F,0,M,50,USD,ACT365,0
5733,1009858,09-NOV-2022,3,161906.98,0.66,M,V,1,M,103,USD,30360,0
2897,1009859,22-JAN-2024,6,120396.25,1.594,M,V,1,M,52,USD,30360,1
2294,1009860,04-AUG-2022,3,243087.06,0.579,Q,F,0,M,113,USD,ACT365,0
4234,1009861,06-OCT-2022,60,96974.22,3.95,A,V,1,A,102,USD,30360,0
6061,1009862,12-NOV-2021,60,45007.85,4.772,A,F,1,A,21,USD,ACT365,1
6913,1009863,08-MAR-2021,3,144571.1,1.047,Q,F,0,M,121,USD,30360,0
5038,1009864,30-MAR-2021,18,35467.36,1.581,Q,V,0,M,12,USD,30360,1
5296,1009865,03-FEB-2024,12,69565.59,0.744,M,V,0,M,117,USD,30360,0
6300,1009866,09-MAR-2025,3,226980.92,1.018,Q,F,0,M,92,USD,30360,0
2154,1009867,24-AUG-2022,24,223093.57,1.811,A,F,1,M,87,USD,30360,0
2008,1009868,05-AUG-2020,48,116698.44,3.555,A,F,0,M,69,USD,30360,1
3872,1009869,23-OCT-2023,24,119828.55,1.843,Q,V,1,M,21,USD,ACT365,0
5048,1009870,19-AUG-2025,60,141912.53,4.097,M,V,1,A,75,USD,30360,0
5168,1009871,18-APR-2023,24,21503.08,2.586,M,F,1,M,56,USD,ACT365,0
1230,1009872,02-MAR-2020,18,63662.44,1.995,Q,F,1,M,131,USD,30360,0
6245,1009873,05-JUL-2020,60,145206.34,3.539,M,V,1,M,148,USD,ACT365,0
2911,1009874,06-APR-2023,36,80630.96,2.751,A,F,1,M,3,USD,ACT365,0
7018,1009875,19-MAY-2025,36,53741.0,3.057,Q,V,1,A,61,USD,ACT365,0
5795,1009876,13-MAY-2020,48,162016.52,2.828,A,V,1,M,127,USD,30360,0
7863,1009877,14-SEP-2024,3,141825.73,1.551,A,F,1,M,32,USD,30360,0
5053,1009878,13-NOV-2024,36,82104.67,2.769,Q,V,1,A,136,USD,30360,0
4220,1009879,27-APR-2020,36,234379.12,2.922,A,F,1,M,17,USD,ACT365,0
1503,1009880,27-APR-2021,18,194533.58,1.64,A,F,1,M,10,USD,30360,0
3189,1009881,10-JAN-2020,24,149237.34,2.096,Q,F,1,M,39,USD,ACT365,0
6866,1009882,14-JUL-2023,48,52761.65,3.047,A,F,1,A,50,USD,ACT365,0
3056,1009883,02-FEB-2021,6,162200.11,1.661,Q,F,0,M,49,USD,ACT365,0
427,1009884,21-SEP-2025,18,172090.76,2.388,A,V,1,A,138,USD,ACT365,0
1961,1009885,26-JUL-2020,36,145525.99,3.471,A,V,1,M,107,USD,30360,0
4762,1009886,20-JAN-2024,9,159671.09,0.662,Q,F,1,M,59,USD,ACT365,0
5033,1009887,29-NOV-2024,9,40976.01,1.395,A,F,1,M,41,USD,30360,0
7870,1009888,10-FEB-2021,3,84080.8,1.111,M,F,1,M,101,USD,30360,0
7470,1009889,30-JUL-2021,9,222740.86,1.033,A,F,0,M,95,USD,30360,0
4252,1009890,22-DEC-2024,12,34709.44,1.57,A,F,1,M,58,USD,30360,0
4436,1009891,30-JUL-2020,60,147627.94,3.497,A,F,0,M,12,USD,ACT365,0
6405,1009892,04-OCT-2022,3,224465.0,1.475,A,V,1,M,25,USD,ACT365,1
390,1009893,24-JUL-2021,24,4031.87,1.543,Q,F,1,M,118,USD,30360,0
4761,1009894,31-JAN-2020,3,241796.82,1.048,Q,V,0,M,146,USD,ACT365,0
3792,1009895,27-OCT-2022,48,220893.83,3.636,M,V,1,A,143,USD,ACT365,0
6264,1009896,15-JAN-2023,18,178908.84,1.55,M,F,0,M,84,USD,ACT365,0
6403,1009897,02-MAR-2022,12,177429.1,1.92,Q,V,1,M,49,USD,30360,0
5245,1009898,27-JAN-2025,60,216996.93,3.361,A,V,0,A,120,USD,30360,0
5258,1009899,06-AUG-2020,36,43162.63,2.709,Q,V,0,M,12,USD,30360,0
5529,1009900,07-SEP-2022,3,175133.65,0.37,Q,F,1,M,37,USD,ACT365,0
4641,1009901,15-FEB-2021,9,86189.1,1.009,A,F,1,M,114,USD,ACT365,0
1823,1009902,25-SEP-2024,9,218971.88,1.107,M,F,0,M,44,USD,30360,0
2276,1009903,23-JUN-2023,24,133566.1,1.886,M,F,0,M,112,USD,30360,1
5934,1009904,28-MAY-2024,48,191571.27,3.805,Q,F,1,A,87,USD,ACT365,0
4947,1009905,02-SEP-2020,24,42172.94,1.67,M,F,0,M,110,USD,30360,0
1904,1009906,08-NOV-2022,12,60888.9,0.896,A,V,1,M,127,USD,ACT365,0
7022,1009907,25-APR-2020,36,209622.95,2.569,M,F,0,M,47,USD,ACT365,0
7845,1009908,07-JAN-2022,36,99111.0,2.76,Q,F,1,M,44,USD,ACT365,0
5009,1009909,26-NOV-2025,3,132192.25,1.136,M,V,1,M,79,USD,30360,0
1823,1009910,15-JUL-2024,18,181521.26,2.164,A,F,1,M,35,USD,ACT365,0
7506,1009911,27-JUN-2020,36,42836.82,1.967,A,V,1,M,86,USD,30360,0
1894,1009912,21-APR-2022,24,75979.71,2.671,Q,F,0,M,130,USD,ACT365,1
3460,1009913,09-JUN-2025,9,81749.34,0.994,Q,V,0,M,140,USD,30360,0
6869,1009914,22-JAN-2021,6,229211.33,1.023,Q,V,1,M,140,USD,ACT365,1
4165,1009915,22-SEP-2024,9,34828.38,1.288,Q,F,0,M,110,USD,ACT365,0
1944,1009916,01-JAN-2022,12,93143.91,0.68,A,F,1,M,134,USD,30360,0
641,1009917,24-DEC-2022,60,239849.52,3.849,M,F,1,A,138,USD,ACT365,0
2887,1009918,23-JUN-2025,24,208800.07,2.427,M,V,1,A,126,USD,30360,1
5377,1009919,14-MAR-2024,48,167780.89,3.581,Q,V,1,A,71,USD,ACT365,1
5717,1009920,08-OCT-2021,3,137458.53,0.785,Q,F,1,M,29,USD,30360,0
1784,1009921,21-JAN-2020,48,209763.29,3.435,A,V,0,M,18,USD,30360,0
1270,1009922,19-JUN-2021,6,236625.9,1.282,A,F,1,M,115,USD,30360,1
5611,1009923,10-AUG-2022,24,231055.84,1.989,A,F,1,M,46,USD,ACT365,1
1273,1009924,31-OCT-2020,12,159961.5,1.612,M,F,1,M,52,USD,ACT365,1
514,1009925,05-JUL-2025,48,182105.49,3.08,M,F,0,A,7,USD,30360,0
3891,1009926,05-MAY-2020,36,193938.91,2.389,Q,V,0,M,71,USD,30360,0
4567,1009927,18-MAY-2023,18,202432.17,1.656,A,F,0,M,139,USD,30360,0
1950,1009928,05-FEB-2026,18,183401.33,0.915,M,V,1,A,129,USD,30360,0
1690,1009929,03-FEB-2022,36,45397.3,2.963,A,V,1,M,62,USD,30360,1
1886,1009930,09-MAY-2023,36,190015.28,2.749,A,V,1,A,72,USD,ACT365,1
2743,1009931,16-JUN-2020,24,97899.17,2.002,A,F,0,M,131,USD,ACT365,0
74,1009932,22-JUL-2024,36,50349.72,2.999,M,F,1,A,41,USD,30360,0
95,1009933,07-FEB-2026,48,26081.82,3.495,Q,V,0,A,118,USD,ACT365,0
2964,1009934,29-OCT-2024,3,60458.32,1.332,Q,F,1,M,111,USD,ACT365,0
160,1009935,06-DEC-2020,12,127183.59,1.993,M,V,1,M,81,USD,ACT365,0
2546,1009936,14-MAR-2022,60,62096.28,4.116,Q,F,1,A,10,USD,ACT365,0
4647,1009937,08-JUL-2024,9,166644.56,1.028,Q,F,1,M,1,USD,ACT365,0
250,1009938,27-DEC-2024,48,241116.07,3.614,Q,F,1,A,19,USD,ACT365,0
4942,1009939,09-JUL-2022,18,11489.65,1.509,Q,V,1,M,16,USD,ACT365,1
4970,1009940,02-JAN-2026,9,33098.07,1.013,M,F,0,A,41,USD,30360,0
4587,1009941,09-APR-2021,12,62196.68,1.338,Q,F,1,M,102,USD,30360,0
5013,1009942,18-AUG-2024,18,201188.25,2.165,A,F,1,M,117,USD,ACT365,0
6474,1009943,06-FEB-2023,6,68181.97,1.383,M,V,1,M,138,USD,30360,0
567,1009944,11-JUN-2024,9,48286.24,1.59,M,V,1,M,26,USD,ACT365,0
1351,1009945,21-SEP-2023,36,38640.14,2.763,M,F,0,A,147,USD,30360,0
2537,1009946,12-SEP-2022,60,37904.5,4.199,Q,V,1,A,3,USD,30360,0
5505,1009947,02-FEB-2025,60,180094.79,4.21,M,V,1,A,92,USD,30360,0
6982,1009948,03-APR-2025,12,177176.51,1.199,M,F,1,M,124,USD,30360,0
7349,1009949,07-FEB-2025,48,78127.34,3.566,M,V,1,A,53,USD,ACT365,0
4657,1009950,21-JUL-2020,12,112635.83,1.439,Q,F,1,M,96,USD,30360,0
3281,1009951,22-AUG-2022,48,157233.69,3.218,Q,V,1,A,113,USD,ACT365,0
3296,1009952,06-SEP-2024,60,243777.2,3.875,M,V,1,A,144,USD,ACT365,0
479,1009953,31-MAY-2025,18,185915.09,1.567,Q,V,1,A,135,USD,30360,0
3721,1009954,05-APR-2022,24,200855.76,1.982,Q,V,1,M,18,USD,30360,0
4103,1009955,16-AUG-2024,48,244443.49,3.357,Q,F,1,A,66,USD,ACT365,0
1667,1009956,14-JUL-2023,6,95583.73,1.353,Q,V,0,M,113,USD,30360,0
6143,1009957,18-MAY-2021,9,17740.39,1.808,M,F,1,M,27,USD,ACT365,0
6495,1009958,29-JUL-2025,24,186851.4,2.279,Q,F,0,A,70,USD,30360,0
2416,1009959,11-OCT-2022,6,30713.53,1.161,A,V,1,M,147,USD,ACT365,0
7312,1009960,12-OCT-2023,48,109929.55,2.66,M,F,1,A,139,USD,ACT365,0
857,1009961,19-OCT-2021,9,184724.24,2.127,A,V,0,M,32,USD,30360,0
7285,1009962,28-FEB-2020,12,139809.42,1.192,A,F,0,M,128,USD,ACT365,0
6144,1009963,29-OCT-2022,48,92102.77,3.124,M,V,0,A,95,USD,ACT365,1
1792,1009964,06-JUL-2024,18,128830.99,2.202,M,V,1,M,7,USD,ACT365,1
5201,1009965,16-JAN-2022,48,61683.78,2.975,Q,V,1,M,138,USD,30360,0
2486,1009966,20-OCT-2025,24,18997.6,2.21,A,F,1,A,68,USD,30360,0
6398,1009967,07-SEP-2024,18,103415.58,1.598,A,V,1,M,35,USD,30360,0
1285,1009968,04-JAN-2024,18,15049.49,1.672,A,V,1,M,96,USD,ACT365,0
1960,1009969,13-JAN-2025,48,244924.36,3.377,Q,V,0,A,41,USD,ACT365,0
2458,1009970,18-MAY-2025,60,112185.21,3.582,M,F,1,A,145,USD,30360,0
1598,1009971,03-JUL-2024,3,220650.86,0.917,Q,V,0,M,46,USD,ACT365,0
2663,1009972,25-FEB-2025,18,237971.05,2.119,Q,F,1,A,96,USD,30360,0
4821,1009973,15-JUN-2024,48,112617.92,3.334,Q,V,0,A,119,USD,ACT365,0
5065,1009974,18-MAY-2025,24,105379.36,3.305,A,V,1,A,79,USD,ACT365,1
4431,1009975,24-AUG-2020,18,223409.57,1.792,A,V,1,M,67,USD,ACT365,0
1517,1009976,23-FEB-2022,48,9153.15,2.941,M,V,1,M,59,USD,ACT365,0
1620,1009977,18-JUL-2025,18,122057.27,1.577,A,V,0,A,101,USD,ACT365,0
7355,1009978,17-DEC-2022,6,67519.35,0.443,M,F,1,M,57,USD,30360,1
2011,1009979,04-FEB-2020,9,188313.23,1.657,Q,F,0,M,87,USD,30360,0
825,1009980,18-APR-2025,3,209262.33,1.522,Q,F,1,M,40,USD,ACT365,0
3632,1009981,04-FEB-2024,36,155190.47,3.015,Q,V,0,A,136,USD,ACT365,0
56,1009982,07-SEP-2025,60,102030.13,3.706,M,F,1,A,12,USD,30360,1
2741,1009983,06-FEB-2020,12,138972.49,1.135,M,F,1,M,135,USD,ACT365,0
6839,1009984,30-NOV-2020,36,143748.6,2.978,A,V,1,M,12,USD,ACT365,0
2139,1009985,10-MAR-2023,60,158965.99,3.818,M,F,1,A,150,USD,ACT365,0
5630,1009986,18-FEB-2021,12,230587.16,1.139,A,V,0,M,134,USD,ACT365,0
3919,1009987,02-APR-2023,48,62656.25,3.02,A,V,1,A,116,USD,30360,0
2843,1009988,02-MAR-2022,3,50792.12,1.614,Q,F,0,M,55,USD,ACT365,0
5292,1009989,24-APR-2021,36,47961.26,2.558,M,V,0,M,106,USD,ACT365,0
4764,1009990,23-OCT-2024,6,174464.47,1.411,A,V,1,M,57,USD,30360,0
2546,1009991,29-MAR-2020,48,226269.77,3.552,A,F,0,M,65,USD,ACT365,0
1789,1009992,18-JUN-2025,3,82033.95,0.663,M,V,0,M,48,USD,30360,0
7334,1009993,16-DEC-2020,48,105458.2,3.374,A,V,0,M,43,USD,ACT365,0
1347,1009994,16-AUG-2023,12,242062.78,1.09,A,V,1,M,112,USD,ACT365,1
7676,1009995,11-MAR-2026,9,36747.53,1.787,A,V,0,A,60,USD,30360,0
3769,1009996,15-SEP-2020,18,219948.93,1.441,M,V,1,M,131,USD,30360,0
7973,1009997,15-OCT-2025,60,239841.66,4.128,Q,V,0,A,52,USD,30360,0
2826,1009998,23-NOV-2021,6,199976.46,0.947,A,F,1,M,52,USD,ACT365,0
4524,1009999,17-AUG-2024,9,84433.26,0.956,Q,V,1,M,86,USD,30360,0
4922,1010000,08-MAY-2025,24,163568.49,2.457,A,V,0,A,31,USD,ACT365,0
2710,1010001,12-JUN-2021,3,73209.23,0.778,M,F,0,M,2,USD,30360,1
1745,1010002,03-MAR-2022,60,30648.7,3.36,Q,F,1,A,96,USD,30360,0
4163,1010003,17-MAY-2025,18,27289.53,1.909,A,V,1,A,110,USD,30360,0
5303,1010004,22-AUG-2020,60,2831.2,3.752,M,F,0,M,121,USD,30360,0
2092,1010005,04-SEP-2020,12,244599.91,1.495,A,V,1,M,24,USD,30360,0
6135,1010006,20-NOV-2021,48,163942.69,3.66,M,F,0,M,97,USD,30360,0
5111,1010007,07-OCT-2023,9,80648.66,1.405,M,V,0,M,68,USD,ACT365,1
1333,1010008,14-JAN-2025,12,144980.11,1.751,Q,V,1,M,83,USD,ACT365,1
7509,1010009,07-JUL-2023,12,154958.95,0.986,Q,V,1,M,146,USD,ACT365,0
351,1010010,30-JAN-2023,18,46140.78,2.179,A,V,1,M,116,USD,30360,0
5230,1010011,09-JUN-2025,9,72572.61,1.176,Q,F,1,M,75,USD,30360,0
3517,1010012,26-JAN-2021,18,137045.8,1.261,A,V,1,M,124,USD,30360,0
5230,1010013,18-AUG-2025,48,210028.73,2.501,M,V,1,A,149,USD,30360,0
6192,1010014,14-DEC-2021,6,32832.37,1.012,Q,F,1,M,81,USD,ACT365,0
5497,1010015,21-SEP-2021,48,214654.77,3.085,A,V,1,M,14,USD,ACT365,0
5206,1010016,15-DEC-2025,48,152442.03,3.09,Q,V,1,A,79,USD,30360,0
6727,1010017,13-JAN-2024,3,122670.01,1.077,Q,V,1,M,25,USD,ACT365,0
5615,1010018,12-SEP-2022,36,36413.13,3.322,Q,F,1,M,60,USD,ACT365,0
6510,1010019,23-JAN-2022,18,137701.01,1.444,A,V,1,M,95,USD,ACT365,0
3223,1010020,04-OCT-2022,24,88731.09,2.112,A,F,0,M,18,USD,30360,0
1623,1010021,10-DEC-2024,9,47647.31,1.081,M,F,1,M,129,USD,30360,0
1880,1010022,15-DEC-2020,6,220053.37,0.775,M,V,0,M,26,USD,30360,0
4897,1010023,01-FEB-2021,9,115412.88,0.924,M,F,1,M,52,USD,30360,0
4254,1010024,25-NOV-2021,6,20399.13,1.695,A,V,0,M,37,USD,ACT365,0
618,1010025,04-JAN-2023,12,75883.6,1.445,M,F,1,M,109,USD,30360,0
1635,1010026,01-FEB-2025,48,45785.47,3.293,Q,V,1,A,94,USD,30360,0
7740,1010027,25-APR-2021,48,234841.67,3.12,Q,F,0,M,112,USD,30360,0
5810,1010028,28-NOV-2024,6,61143.96,1.144,A,F,1,M,58,USD,30360,0
6040,1010029,01-SEP-2025,24,126845.98,1.857,M,F,0,A,92,USD,30360,0
1576,1010030,20-SEP-2022,3,186507.86,1.636,M,V,0,M,68,USD,ACT365,0
514,1010031,01-JAN-2026,3,40048.46,1.048,A,F,0,M,130,USD,ACT365,0
2330,1010032,31-JUL-2025,24,109653.16,2.129,Q,F,0,A,34,USD,30360,0
6855,1010033,23-DEC-2024,9,163493.71,1.321,A,F,1,M,37,USD,30360,0
4052,1010034,17-MAY-2022,36,220547.45,3.178,M,F,0,M,36,USD,30360,0
6277,1010035,16-NOV-2021,6,163698.74,1.112,M,F,1,M,105,USD,ACT365,0
3894,1010036,25-MAY-2025,6,20480.92,0.953,M,F,1,M,96,USD,30360,0
3921,1010037,04-OCT-2022,36,80729.59,2.776,M,V,1,M,62,USD,ACT365,0
4807,1010038,13-MAR-2020,6,88057.58,1.397,A,F,1,M,146,USD,ACT365,0
7671,1010039,23-JUN-2024,3,97374.23,1.374,Q,F,1,M,114,USD,ACT365,0
3500,1010040,03-MAR-2022,48,235433.83,3.435,Q,V,1,M,7,USD,30360,1
4766,1010041,04-NOV-2025,36,9407.99,2.8,A,V,1,A,95,USD,30360,0
7355,1010042,04-MAY-2025,60,75892.32,4.347,M,V,0,A,59,USD,ACT365,0
2979,1010043,26-AUG-2020,24,123367.75,1.123,A,F,0,M,11,USD,ACT365,0
6719,1010044,17-AUG-2025,18,22055.81,1.791,A,V,1,A,82,USD,30360,0
4280,1010045,06-DEC-2025,36,121142.72,2.515,M,F,0,A,127,USD,ACT365,0
7033,1010046,21-SEP-2024,48,27228.66,3.38,M,F,1,A,117,USD,ACT365,0
3743,1010047,20-SEP-2021,24,209526.66,2.204,M,F,1,M,89,USD,30360,0
5036,1010048,07-MAR-2024,9,67886.06,1.716,Q,V,1,M,87,USD,ACT365,1
2586,1010049,02-JUN-2025,60,130991.29,3.515,Q,V,1,A,16,USD,30360,1
5080,1010050,03-FEB-2025,36,154770.3,2.468,Q,F,1,A,86,USD,ACT365,0
2610,1010051,10-SEP-2022,48,76778.54,3.049,A,V,1,A,94,USD,ACT365,0
4873,1010052,01-JUN-2024,24,88153.02,1.868,Q,F,1,A,25,USD,ACT365,0
6310,1010053,30-MAY-2022,18,127873.76,1.28,A,V,0,M,68,USD,ACT365,0
3479,1010054,02-AUG-2021,48,201455.96,4.108,M,V,1,M,28,USD,ACT365,0
3434,1010055,14-MAR-2024,24,113446.62,2.385,M,V,1,M,12,USD,ACT365,0
2577,1010056,29-NOV-2022,36,122978.53,2.449,M,F,0,M,17,USD,ACT365,0
5844,1010057,27-MAY-2021,60,149168.3,4.005,M,F,0,A,120,USD,30360,0
4736,1010058,16-FEB-2024,9,106590.25,1.128,M,V,1,M,148,USD,30360,0
4132,1010059,03-JAN-2022,6,181656.55,1.175,M,V,0,M,122,USD,30360,0
205,1010060,02-SEP-2023,6,1724.45,0.851,M,V,1,M,15,USD,30360,0
881,1010061,04-APR-2022,24,121013.42,1.547,Q,F,1,M,137,USD,ACT365,0
60,1010062,11-JUL-2025,48,230792.54,3.16,M,F,0,A,47,USD,ACT365,0
6802,1010063,24-APR-2025,60,154167.99,4.483,Q,F,1,A,98,USD,ACT365,0
6813,1010064,16-DEC-2022,3,121856.74,0.44,A,V,0,M,62,USD,ACT365,0
544,1010065,08-JUN-2024,3,193120.2,1.344,Q,F,1,M,142,USD,30360,0
372,1010066,09-FEB-2021,36,98553.69,2.916,M,V,0,M,37,USD,ACT365,0
6251,1010067,25-MAR-2026,9,117077.78,1.14,Q,F,1,A,60,USD,ACT365,0
4198,1010068,04-MAY-2021,18,49192.35,2.023,M,V,0,M,80,USD,30360,0
2472,1010069,31-MAY-2025,3,31488.94,1.033,A,V,1,M,37,USD,30360,0
4920,1010070,13-APR-2025,3,6867.92,0.25,Q,V,1,M,116,USD,ACT365,0
1892,1010071,10-FEB-2021,18,183011.47,1.618,M,V,1,M,38,USD,ACT365,0
1586,1010072,20-JAN-2020,36,117313.43,2.589,M,V,1,M,144,USD,30360,0
2940,1010073,08-AUG-2024,48,234868.64,3.866,Q,F,1,A,11,USD,ACT365,0
7165,1010074,05-JUN-2025,18,44615.6,1.62,Q,V,1,A,19,USD,30360,0
6137,1010075,22-JUN-2024,24,61373.87,2.006,M,F,0,A,100,USD,ACT365,1
1521,1010076,06-MAY-2020,48,159862.12,2.954,Q,V,1,M,105,USD,30360,0
4494,1010077,12-JAN-2024,12,14122.12,1.418,A,F,0,M,13,USD,ACT365,1
7076,1010078,12-JUN-2022,6,126101.61,0.704,A,F,0,M,36,USD,30360,0
7612,1010079,19-SEP-2025,48,31333.59,3.74,A,F,1,A,29,USD,ACT365,0
6104,1010080,30-DEC-2024,3,40768.66,0.813,M,V,1,M,140,USD,30360,0
1031,1010081,27-DEC-2024,9,128268.92,0.863,M,V,0,M,106,USD,ACT365,0
1926,1010082,18-JUL-2022,6,142483.17,1.549,M,F,0,M,84,USD,ACT365,0
1749,1010083,04-JAN-2022,24,53402.67,1.623,Q,F,0,M,79,USD,ACT365,0
1206,1010084,18-FEB-2025,9,68174.03,1.369,M,F,1,M,58,USD,30360,0
1403,1010085,19-SEP-2020,12,71384.84,0.919,M,V,1,M,130,USD,30360,0
2530,1010086,16-AUG-2020,24,35881.55,2.183,Q,F,1,M,9,USD,ACT365,0
4444,1010087,21-MAY-2020,9,241447.35,1.654,A,V,1,M,145,USD,ACT365,0
3184,1010088,12-MAR-2023,12,173203.88,1.213,M,F,1,M,150,USD,ACT365,0
3367,1010089,21-JUN-2020,18,28155.04,1.347,M,F,0,M,143,USD,30360,0
1967,1010090,21-AUG-2023,6,89611.47,0.718,Q,V,0,M,117,USD,ACT365,0
1209,1010091,16-JAN-2021,60,43564.4,3.981,Q,F,1,M,110,USD,ACT365,0
7991,1010092,25-JUL-2025,60,58979.34,4.675,A,F,0,A,97,USD,30360,0
4792,1010093,13-SEP-2022,36,234899.71,3.094,M,V,0,M,119,USD,ACT365,1
1837,1010094,01-AUG-2020,3,34619.86,1.37,Q,F,0,M,30,USD,30360,0
6480,1010095,01-MAY-2024,18,220013.03,1.386,Q,V,0,M,62,USD,ACT365,0
6645,1010096,11-FEB-2022,12,210537.84,1.824,Q,V,1,M,94,USD,ACT365,0
7734,1010097,20-AUG-2021,6,186045.23,1.465,Q,F,1,M,46,USD,ACT365,0
1273,1010098,12-FEB-2024,48,124432.14,3.467,Q,V,0,A,6,USD,ACT365,0
5120,1010099,19-DEC-2025,12,64962.73,1.219,A,F,1,A,109,USD,30360,0
7841,1010100,13-FEB-2026,24,207829.48,2.42,M,V,1,A,44,USD,30360,0
6453,1010101,20-SEP-2022,36,208601.7,2.483,A,V,0,M,95,USD,30360,0
1804,1010102,18-APR-2025,9,131566.34,1.51,A,V,0,M,144,USD,30360,1
7144,1010103,22-APR-2021,12,12379.54,1.307,A,F,1,M,87,USD,30360,1
3374,1010104,14-APR-2025,60,48643.81,3.655,M,F,0,A,142,USD,ACT365,1
3911,1010105,18-NOV-2025,48,14492.82,3.218,Q,V,1,A,129,USD,30360,0
4468,1010106,25-MAR-2023,18,45369.59,2.449,A,F,0,M,66,USD,ACT365,0
6171,1010107,08-APR-2023,18,127351.11,1.352,A,F,1,M,115,USD,30360,1
963,1010108,11-JUL-2023,3,213616.28,1.307,A,F,1,M,125,USD,ACT365,0
4314,1010109,15-JUN-2020,6,163482.59,1.414,Q,F,1,M,111,USD,30360,0
6534,1010110,12-MAY-2025,3,150425.29,0.895,M,F,0,M,34,USD,ACT365,0
4388,1010111,09-AUG-2024,48,187114.41,3.167,A,V,1,A,71,USD,30360,0
2198,1010112,06-JUN-2025,60,160157.91,3.563,A,F,1,A,96,USD,ACT365,0
451,1010113,20-SEP-2020,6,111135.1,1.571,A,V,0,M,63,USD,ACT365,0
4394,1010114,03-JAN-2025,9,203933.18,0.864,A,V,1,M,25,USD,30360,0
5627,1010115,07-APR-2022,12,77891.03,0.464,A,F,1,M,118,USD,ACT365,0
4397,1010116,10-FEB-2025,48,232064.67,3.468,Q,V,1,A,23,USD,30360,0
7834,1010117,17-MAR-2026,12,29489.55,0.967,M,V,0,A,10,USD,30360,1
4821,1010118,29-JUN-2025,3,159601.13,0.922,A,V,0,M,129,USD,ACT365,0
4066,1010119,19-SEP-2025,24,125378.83,1.61,M,V,1,A,127,USD,ACT365,0
444,1010120,16-SEP-2020,6,106727.53,0.917,Q,F,1,M,103,USD,30360,0
4469,1010121,19-JAN-2022,24,107714.24,2.104,A,V,1,M,84,USD,ACT365,1
1349,1010122,29-OCT-2021,48,11030.78,3.455,Q,V,0,M,92,USD,30360,1
5798,1010123,17-MAR-2023,3,188002.69,1.429,Q,V,1,M,90,USD,ACT365,0
1290,1010124,04-FEB-2026,60,88410.6,4.0,Q,V,1,A,143,USD,30360,0
7253,1010125,13-APR-2024,24,119420.77,2.118,M,F,1,M,90,USD,ACT365,0
2417,1010126,27-MAY-2023,3,211974.72,0.876,A,V,1,M,65,USD,30360,0
3472,1010127,10-JAN-2025,6,144488.57,1.443,A,V,1,M,104,USD,ACT365,0
1160,1010128,06-FEB-2021,6,212933.43,0.724,Q,F,1,M,13,USD,30360,1
