composite_key,source_row_index,dest_row_index,source_column,destination_column,issue_type,severity,rule_applied,source_value_raw,source_value_transformed,dest_value_raw,dest_value_transformed,expected_dest_value,difference,timestamp,key_Customer_ID_source,key_CD_Number_source,key_Issue_Date_source
CUST001440|CD-1007141|2020-09-14,7140,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001440|CD-1007141|2020-09-14,CUST001440|CD-1007141|2020-09-14,,,,,2026-05-02T18:18:29.896605Z,CUST001440,CD-1007141,2020-09-14
CUST006095|CD-1007142|2022-01-25,7141,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006095|CD-1007142|2022-01-25,CUST006095|CD-1007142|2022-01-25,,,,,2026-05-02T18:18:29.896605Z,CUST006095,CD-1007142,2022-01-25
CUST007990|CD-1007143|2020-05-08,7142,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007990|CD-1007143|2020-05-08,CUST007990|CD-1007143|2020-05-08,,,,,2026-05-02T18:18:29.896605Z,CUST007990,CD-1007143,2020-05-08
CUST001124|CD-1007144|2020-05-22,7143,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001124|CD-1007144|2020-05-22,CUST001124|CD-1007144|2020-05-22,,,,,2026-05-02T18:18:29.896605Z,CUST001124,CD-1007144,2020-05-22
CUST001865|CD-1007145|2022-05-04,7144,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001865|CD-1007145|2022-05-04,CUST001865|CD-1007145|2022-05-04,,,,,2026-05-02T18:18:29.896605Z,CUST001865,CD-1007145,2022-05-04
CUST002457|CD-1007146|2025-12-27,7145,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002457|CD-1007146|2025-12-27,CUST002457|CD-1007146|2025-12-27,,,,,2026-05-02T18:18:29.896605Z,CUST002457,CD-1007146,2025-12-27
CUST007112|CD-1007147|2021-02-26,7146,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007112|CD-1007147|2021-02-26,CUST007112|CD-1007147|2021-02-26,,,,,2026-05-02T18:18:29.896605Z,CUST007112,CD-1007147,2021-02-26
CUST003566|CD-1007148|2024-04-01,7147,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003566|CD-1007148|2024-04-01,CUST003566|CD-1007148|2024-04-01,,,,,2026-05-02T18:18:29.896605Z,CUST003566,CD-1007148,2024-04-01
CUST002256|CD-1007149|2022-06-14,7148,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002256|CD-1007149|2022-06-14,CUST002256|CD-1007149|2022-06-14,,,,,2026-05-02T18:18:29.896605Z,CUST002256,CD-1007149,2022-06-14
CUST002579|CD-1007150|2023-05-18,7149,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002579|CD-1007150|2023-05-18,CUST002579|CD-1007150|2023-05-18,,,,,2026-05-02T18:18:29.896605Z,CUST002579,CD-1007150,2023-05-18
CUST004785|CD-1007151|2025-06-05,7150,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004785|CD-1007151|2025-06-05,CUST004785|CD-1007151|2025-06-05,,,,,2026-05-02T18:18:29.896605Z,CUST004785,CD-1007151,2025-06-05
CUST003096|CD-1007152|2025-03-06,7151,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003096|CD-1007152|2025-03-06,CUST003096|CD-1007152|2025-03-06,,,,,2026-05-02T18:18:29.896605Z,CUST003096,CD-1007152,2025-03-06
CUST001124|CD-1007153|2025-03-04,7152,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001124|CD-1007153|2025-03-04,CUST001124|CD-1007153|2025-03-04,,,,,2026-05-02T18:18:29.896605Z,CUST001124,CD-1007153,2025-03-04
CUST006561|CD-1007154|2022-07-26,7153,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006561|CD-1007154|2022-07-26,CUST006561|CD-1007154|2022-07-26,,,,,2026-05-02T18:18:29.896605Z,CUST006561,CD-1007154,2022-07-26
CUST003378|CD-1007155|2020-04-20,7154,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003378|CD-1007155|2020-04-20,CUST003378|CD-1007155|2020-04-20,,,,,2026-05-02T18:18:29.896605Z,CUST003378,CD-1007155,2020-04-20
CUST002054|CD-1007156|2026-02-25,7155,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002054|CD-1007156|2026-02-25,CUST002054|CD-1007156|2026-02-25,,,,,2026-05-02T18:18:29.896605Z,CUST002054,CD-1007156,2026-02-25
CUST005827|CD-1007157|2026-03-17,7156,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005827|CD-1007157|2026-03-17,CUST005827|CD-1007157|2026-03-17,,,,,2026-05-02T18:18:29.896605Z,CUST005827,CD-1007157,2026-03-17
CUST005962|CD-1007158|2025-05-10,7157,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005962|CD-1007158|2025-05-10,CUST005962|CD-1007158|2025-05-10,,,,,2026-05-02T18:18:29.896605Z,CUST005962,CD-1007158,2025-05-10
CUST001241|CD-1007159|2022-12-24,7158,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001241|CD-1007159|2022-12-24,CUST001241|CD-1007159|2022-12-24,,,,,2026-05-02T18:18:29.896605Z,CUST001241,CD-1007159,2022-12-24
CUST000590|CD-1007160|2021-10-01,7159,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000590|CD-1007160|2021-10-01,CUST000590|CD-1007160|2021-10-01,,,,,2026-05-02T18:18:29.896605Z,CUST000590,CD-1007160,2021-10-01
CUST000364|CD-1007161|2021-02-02,7160,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000364|CD-1007161|2021-02-02,CUST000364|CD-1007161|2021-02-02,,,,,2026-05-02T18:18:29.896605Z,CUST000364,CD-1007161,2021-02-02
CUST006126|CD-1007162|2022-04-26,7161,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006126|CD-1007162|2022-04-26,CUST006126|CD-1007162|2022-04-26,,,,,2026-05-02T18:18:29.896605Z,CUST006126,CD-1007162,2022-04-26
CUST005006|CD-1007163|2022-02-01,7162,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005006|CD-1007163|2022-02-01,CUST005006|CD-1007163|2022-02-01,,,,,2026-05-02T18:18:29.896605Z,CUST005006,CD-1007163,2022-02-01
CUST006336|CD-1007164|2021-09-20,7163,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006336|CD-1007164|2021-09-20,CUST006336|CD-1007164|2021-09-20,,,,,2026-05-02T18:18:29.896605Z,CUST006336,CD-1007164,2021-09-20
CUST005011|CD-1007165|2025-12-07,7164,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005011|CD-1007165|2025-12-07,CUST005011|CD-1007165|2025-12-07,,,,,2026-05-02T18:18:29.896605Z,CUST005011,CD-1007165,2025-12-07
CUST003214|CD-1007166|2024-02-12,7165,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003214|CD-1007166|2024-02-12,CUST003214|CD-1007166|2024-02-12,,,,,2026-05-02T18:18:29.896605Z,CUST003214,CD-1007166,2024-02-12
CUST004716|CD-1007167|2021-05-23,7166,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004716|CD-1007167|2021-05-23,CUST004716|CD-1007167|2021-05-23,,,,,2026-05-02T18:18:29.896605Z,CUST004716,CD-1007167,2021-05-23
CUST005780|CD-1007168|2023-12-29,7167,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005780|CD-1007168|2023-12-29,CUST005780|CD-1007168|2023-12-29,,,,,2026-05-02T18:18:29.896605Z,CUST005780,CD-1007168,2023-12-29
CUST003191|CD-1007169|2024-05-27,7168,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003191|CD-1007169|2024-05-27,CUST003191|CD-1007169|2024-05-27,,,,,2026-05-02T18:18:29.896605Z,CUST003191,CD-1007169,2024-05-27
CUST007321|CD-1007170|2023-04-06,7169,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007321|CD-1007170|2023-04-06,CUST007321|CD-1007170|2023-04-06,,,,,2026-05-02T18:18:29.896605Z,CUST007321,CD-1007170,2023-04-06
CUST007196|CD-1007171|2025-11-29,7170,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007196|CD-1007171|2025-11-29,CUST007196|CD-1007171|2025-11-29,,,,,2026-05-02T18:18:29.896605Z,CUST007196,CD-1007171,2025-11-29
CUST006405|CD-1007172|2026-01-12,7171,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006405|CD-1007172|2026-01-12,CUST006405|CD-1007172|2026-01-12,,,,,2026-05-02T18:18:29.896605Z,CUST006405,CD-1007172,2026-01-12
CUST007938|CD-1007173|2022-09-12,7172,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007938|CD-1007173|2022-09-12,CUST007938|CD-1007173|2022-09-12,,,,,2026-05-02T18:18:29.896605Z,CUST007938,CD-1007173,2022-09-12
CUST003124|CD-1007174|2022-12-13,7173,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003124|CD-1007174|2022-12-13,CUST003124|CD-1007174|2022-12-13,,,,,2026-05-02T18:18:29.896605Z,CUST003124,CD-1007174,2022-12-13
CUST000913|CD-1007175|2021-05-10,7174,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000913|CD-1007175|2021-05-10,CUST000913|CD-1007175|2021-05-10,,,,,2026-05-02T18:18:29.896605Z,CUST000913,CD-1007175,2021-05-10
CUST003874|CD-1007176|2024-11-22,7175,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003874|CD-1007176|2024-11-22,CUST003874|CD-1007176|2024-11-22,,,,,2026-05-02T18:18:29.896605Z,CUST003874,CD-1007176,2024-11-22
CUST005967|CD-1007177|2025-10-24,7176,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005967|CD-1007177|2025-10-24,CUST005967|CD-1007177|2025-10-24,,,,,2026-05-02T18:18:29.896605Z,CUST005967,CD-1007177,2025-10-24
CUST006235|CD-1007178|2024-02-10,7177,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006235|CD-1007178|2024-02-10,CUST006235|CD-1007178|2024-02-10,,,,,2026-05-02T18:18:29.896605Z,CUST006235,CD-1007178,2024-02-10
CUST003108|CD-1007179|2021-04-03,7178,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003108|CD-1007179|2021-04-03,CUST003108|CD-1007179|2021-04-03,,,,,2026-05-02T18:18:29.896605Z,CUST003108,CD-1007179,2021-04-03
CUST002341|CD-1007180|2023-03-27,7179,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002341|CD-1007180|2023-03-27,CUST002341|CD-1007180|2023-03-27,,,,,2026-05-02T18:18:29.896605Z,CUST002341,CD-1007180,2023-03-27
CUST003564|CD-1007181|2024-12-17,7180,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003564|CD-1007181|2024-12-17,CUST003564|CD-1007181|2024-12-17,,,,,2026-05-02T18:18:29.896605Z,CUST003564,CD-1007181,2024-12-17
CUST006431|CD-1007182|2020-04-06,7181,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006431|CD-1007182|2020-04-06,CUST006431|CD-1007182|2020-04-06,,,,,2026-05-02T18:18:29.896605Z,CUST006431,CD-1007182,2020-04-06
CUST000485|CD-1007183|2023-09-08,7182,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000485|CD-1007183|2023-09-08,CUST000485|CD-1007183|2023-09-08,,,,,2026-05-02T18:18:29.896605Z,CUST000485,CD-1007183,2023-09-08
CUST002625|CD-1007184|2024-02-08,7183,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002625|CD-1007184|2024-02-08,CUST002625|CD-1007184|2024-02-08,,,,,2026-05-02T18:18:29.896605Z,CUST002625,CD-1007184,2024-02-08
CUST001839|CD-1007185|2023-05-09,7184,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001839|CD-1007185|2023-05-09,CUST001839|CD-1007185|2023-05-09,,,,,2026-05-02T18:18:29.896605Z,CUST001839,CD-1007185,2023-05-09
CUST006448|CD-1007186|2024-01-05,7185,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006448|CD-1007186|2024-01-05,CUST006448|CD-1007186|2024-01-05,,,,,2026-05-02T18:18:29.896605Z,CUST006448,CD-1007186,2024-01-05
CUST003757|CD-1007187|2025-08-05,7186,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003757|CD-1007187|2025-08-05,CUST003757|CD-1007187|2025-08-05,,,,,2026-05-02T18:18:29.896605Z,CUST003757,CD-1007187,2025-08-05
CUST000695|CD-1007188|2020-10-11,7187,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000695|CD-1007188|2020-10-11,CUST000695|CD-1007188|2020-10-11,,,,,2026-05-02T18:18:29.896605Z,CUST000695,CD-1007188,2020-10-11
CUST002095|CD-1007189|2023-07-25,7188,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002095|CD-1007189|2023-07-25,CUST002095|CD-1007189|2023-07-25,,,,,2026-05-02T18:18:29.896605Z,CUST002095,CD-1007189,2023-07-25
CUST000356|CD-1007190|2024-12-20,7189,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000356|CD-1007190|2024-12-20,CUST000356|CD-1007190|2024-12-20,,,,,2026-05-02T18:18:29.896605Z,CUST000356,CD-1007190,2024-12-20
CUST003804|CD-1007191|2025-02-17,7190,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003804|CD-1007191|2025-02-17,CUST003804|CD-1007191|2025-02-17,,,,,2026-05-02T18:18:29.896605Z,CUST003804,CD-1007191,2025-02-17
CUST007981|CD-1007192|2022-12-01,7191,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007981|CD-1007192|2022-12-01,CUST007981|CD-1007192|2022-12-01,,,,,2026-05-02T18:18:29.896605Z,CUST007981,CD-1007192,2022-12-01
CUST004538|CD-1007193|2026-03-25,7192,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004538|CD-1007193|2026-03-25,CUST004538|CD-1007193|2026-03-25,,,,,2026-05-02T18:18:29.896605Z,CUST004538,CD-1007193,2026-03-25
CUST006955|CD-1007194|2022-01-09,7193,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006955|CD-1007194|2022-01-09,CUST006955|CD-1007194|2022-01-09,,,,,2026-05-02T18:18:29.896605Z,CUST006955,CD-1007194,2022-01-09
CUST005940|CD-1007195|2022-10-02,7194,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005940|CD-1007195|2022-10-02,CUST005940|CD-1007195|2022-10-02,,,,,2026-05-02T18:18:29.896605Z,CUST005940,CD-1007195,2022-10-02
CUST007062|CD-1007196|2025-02-22,7195,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007062|CD-1007196|2025-02-22,CUST007062|CD-1007196|2025-02-22,,,,,2026-05-02T18:18:29.896605Z,CUST007062,CD-1007196,2025-02-22
CUST002488|CD-1007197|2022-09-29,7196,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002488|CD-1007197|2022-09-29,CUST002488|CD-1007197|2022-09-29,,,,,2026-05-02T18:18:29.896605Z,CUST002488,CD-1007197,2022-09-29
CUST007610|CD-1007198|2022-02-22,7197,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007610|CD-1007198|2022-02-22,CUST007610|CD-1007198|2022-02-22,,,,,2026-05-02T18:18:29.896605Z,CUST007610,CD-1007198,2022-02-22
CUST001909|CD-1007199|2023-06-21,7198,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001909|CD-1007199|2023-06-21,CUST001909|CD-1007199|2023-06-21,,,,,2026-05-02T18:18:29.896605Z,CUST001909,CD-1007199,2023-06-21
CUST003507|CD-1007200|2023-11-19,7199,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003507|CD-1007200|2023-11-19,CUST003507|CD-1007200|2023-11-19,,,,,2026-05-02T18:18:29.896605Z,CUST003507,CD-1007200,2023-11-19
CUST005450|CD-1007201|2026-01-21,7200,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005450|CD-1007201|2026-01-21,CUST005450|CD-1007201|2026-01-21,,,,,2026-05-02T18:18:29.896605Z,CUST005450,CD-1007201,2026-01-21
CUST002295|CD-1007202|2023-11-10,7201,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002295|CD-1007202|2023-11-10,CUST002295|CD-1007202|2023-11-10,,,,,2026-05-02T18:18:29.896605Z,CUST002295,CD-1007202,2023-11-10
CUST002116|CD-1007203|2021-02-26,7202,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002116|CD-1007203|2021-02-26,CUST002116|CD-1007203|2021-02-26,,,,,2026-05-02T18:18:29.896605Z,CUST002116,CD-1007203,2021-02-26
CUST001041|CD-1007204|2020-04-30,7203,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001041|CD-1007204|2020-04-30,CUST001041|CD-1007204|2020-04-30,,,,,2026-05-02T18:18:29.896605Z,CUST001041,CD-1007204,2020-04-30
CUST000034|CD-1007205|2026-01-15,7204,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000034|CD-1007205|2026-01-15,CUST000034|CD-1007205|2026-01-15,,,,,2026-05-02T18:18:29.896605Z,CUST000034,CD-1007205,2026-01-15
CUST004010|CD-1007206|2022-08-22,7205,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004010|CD-1007206|2022-08-22,CUST004010|CD-1007206|2022-08-22,,,,,2026-05-02T18:18:29.896605Z,CUST004010,CD-1007206,2022-08-22
CUST007894|CD-1007207|2021-04-04,7206,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007894|CD-1007207|2021-04-04,CUST007894|CD-1007207|2021-04-04,,,,,2026-05-02T18:18:29.896605Z,CUST007894,CD-1007207,2021-04-04
CUST001761|CD-1007208|2021-05-23,7207,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001761|CD-1007208|2021-05-23,CUST001761|CD-1007208|2021-05-23,,,,,2026-05-02T18:18:29.896605Z,CUST001761,CD-1007208,2021-05-23
CUST003521|CD-1007209|2020-08-30,7208,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003521|CD-1007209|2020-08-30,CUST003521|CD-1007209|2020-08-30,,,,,2026-05-02T18:18:29.896605Z,CUST003521,CD-1007209,2020-08-30
CUST007484|CD-1007210|2021-03-31,7209,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007484|CD-1007210|2021-03-31,CUST007484|CD-1007210|2021-03-31,,,,,2026-05-02T18:18:29.896605Z,CUST007484,CD-1007210,2021-03-31
CUST006178|CD-1007211|2024-11-14,7210,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006178|CD-1007211|2024-11-14,CUST006178|CD-1007211|2024-11-14,,,,,2026-05-02T18:18:29.896605Z,CUST006178,CD-1007211,2024-11-14
CUST000033|CD-1007212|2024-02-02,7211,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000033|CD-1007212|2024-02-02,CUST000033|CD-1007212|2024-02-02,,,,,2026-05-02T18:18:29.896605Z,CUST000033,CD-1007212,2024-02-02
CUST004005|CD-1007213|2023-09-30,7212,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004005|CD-1007213|2023-09-30,CUST004005|CD-1007213|2023-09-30,,,,,2026-05-02T18:18:29.896605Z,CUST004005,CD-1007213,2023-09-30
CUST001146|CD-1007214|2020-01-27,7213,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001146|CD-1007214|2020-01-27,CUST001146|CD-1007214|2020-01-27,,,,,2026-05-02T18:18:29.896605Z,CUST001146,CD-1007214,2020-01-27
CUST001976|CD-1007215|2024-03-13,7214,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001976|CD-1007215|2024-03-13,CUST001976|CD-1007215|2024-03-13,,,,,2026-05-02T18:18:29.896605Z,CUST001976,CD-1007215,2024-03-13
CUST001972|CD-1007216|2026-01-19,7215,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001972|CD-1007216|2026-01-19,CUST001972|CD-1007216|2026-01-19,,,,,2026-05-02T18:18:29.896605Z,CUST001972,CD-1007216,2026-01-19
CUST004900|CD-1007217|2025-10-06,7216,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004900|CD-1007217|2025-10-06,CUST004900|CD-1007217|2025-10-06,,,,,2026-05-02T18:18:29.896605Z,CUST004900,CD-1007217,2025-10-06
CUST001592|CD-1007218|2022-06-20,7217,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001592|CD-1007218|2022-06-20,CUST001592|CD-1007218|2022-06-20,,,,,2026-05-02T18:18:29.896605Z,CUST001592,CD-1007218,2022-06-20
CUST002015|CD-1007219|2023-10-01,7218,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002015|CD-1007219|2023-10-01,CUST002015|CD-1007219|2023-10-01,,,,,2026-05-02T18:18:29.896605Z,CUST002015,CD-1007219,2023-10-01
CUST001807|CD-1007220|2021-11-12,7219,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001807|CD-1007220|2021-11-12,CUST001807|CD-1007220|2021-11-12,,,,,2026-05-02T18:18:29.896605Z,CUST001807,CD-1007220,2021-11-12
CUST002855|CD-1007221|2025-07-19,7220,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002855|CD-1007221|2025-07-19,CUST002855|CD-1007221|2025-07-19,,,,,2026-05-02T18:18:29.896605Z,CUST002855,CD-1007221,2025-07-19
CUST005248|CD-1007222|2025-09-29,7221,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005248|CD-1007222|2025-09-29,CUST005248|CD-1007222|2025-09-29,,,,,2026-05-02T18:18:29.896605Z,CUST005248,CD-1007222,2025-09-29
CUST003200|CD-1007223|2021-05-24,7222,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003200|CD-1007223|2021-05-24,CUST003200|CD-1007223|2021-05-24,,,,,2026-05-02T18:18:29.896605Z,CUST003200,CD-1007223,2021-05-24
CUST002620|CD-1007224|2023-01-15,7223,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002620|CD-1007224|2023-01-15,CUST002620|CD-1007224|2023-01-15,,,,,2026-05-02T18:18:29.896605Z,CUST002620,CD-1007224,2023-01-15
CUST004141|CD-1007225|2021-06-22,7224,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004141|CD-1007225|2021-06-22,CUST004141|CD-1007225|2021-06-22,,,,,2026-05-02T18:18:29.896605Z,CUST004141,CD-1007225,2021-06-22
CUST004920|CD-1007226|2023-11-02,7225,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004920|CD-1007226|2023-11-02,CUST004920|CD-1007226|2023-11-02,,,,,2026-05-02T18:18:29.896605Z,CUST004920,CD-1007226,2023-11-02
CUST000123|CD-1007227|2021-10-30,7226,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000123|CD-1007227|2021-10-30,CUST000123|CD-1007227|2021-10-30,,,,,2026-05-02T18:18:29.896605Z,CUST000123,CD-1007227,2021-10-30
CUST007122|CD-1007228|2024-05-06,7227,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007122|CD-1007228|2024-05-06,CUST007122|CD-1007228|2024-05-06,,,,,2026-05-02T18:18:29.896605Z,CUST007122,CD-1007228,2024-05-06
CUST007331|CD-1007229|2026-02-16,7228,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007331|CD-1007229|2026-02-16,CUST007331|CD-1007229|2026-02-16,,,,,2026-05-02T18:18:29.896605Z,CUST007331,CD-1007229,2026-02-16
CUST004820|CD-1007230|2025-06-10,7229,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004820|CD-1007230|2025-06-10,CUST004820|CD-1007230|2025-06-10,,,,,2026-05-02T18:18:29.896605Z,CUST004820,CD-1007230,2025-06-10
CUST004597|CD-1007231|2021-02-19,7230,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004597|CD-1007231|2021-02-19,CUST004597|CD-1007231|2021-02-19,,,,,2026-05-02T18:18:29.896605Z,CUST004597,CD-1007231,2021-02-19
