Customer_ID,CD_Number,Issue_Date,Term_Months,Principal_Amount,Interest_Rate,Interest_Payout_Frequency,Rate_Type,Auto_Renew,Status,Branch_Code,Currency,Interest_Accrual_Method,Brokered_Flag
CUST003337,CD-1007316,2023-01-06,12,127426.0,1.499,MONTHLY,FIXED,YES,MATURED,BR-091,USD,30_360,NO
CUST005396,CD-1007317,2026-01-05,36,184236.03,2.965,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-118,USD,ACT_365,NO
CUST007035,CD-1007318,2023-10-19,18,126288.68,1.674,MONTHLY,VARIABLE,YES,MATURED,BR-048,USD,ACT_365,NO
CUST004285,CD-1007319,2022-06-29,9,148041.84,1.437,AT_MATURITY,VARIABLE,YES,MATURED,BR-119,USD,ACT_365,NO
CUST000459,CD-1007320,2020-10-03,24,227940.31,2.056,MONTHLY,FIXED,YES,MATURED,BR-059,USD,30_360,NO
CUST001766,CD-1007321,2025-11-08,12,218550.54,1.697,AT_MATURITY,FIXED,NO,ACTIVE,BR-107,USD,ACT_365,YES
CUST001702,CD-1007322,2023-10-23,60,20787.94,3.462,QUARTERLY,FIXED,YES,ACTIVE,BR-033,USD,30_360,NO
CUST007313,CD-1007323,2020-05-10,36,127883.03,1.808,MONTHLY,FIXED,YES,MATURED,BR-149,USD,30_360,NO
CUST007266,CD-1007324,2023-06-20,36,155767.92,3.159,QUARTERLY,VARIABLE,YES,ACTIVE,BR-108,USD,30_360,YES
CUST003816,CD-1007325,2026-01-18,36,213081.83,2.521,AT_MATURITY,FIXED,YES,ACTIVE,BR-126,USD,ACT_365,NO
CUST007120,CD-1007326,2025-10-26,36,66742.4,2.124,AT_MATURITY,VARIABLE,NO,ACTIVE,BR-085,USD,30_360,NO
CUST001968,CD-1007327,2021-03-22,36,35393.56,2.664,AT_MATURITY,FIXED,YES,MATURED,BR-140,USD,ACT_365,NO
CUST005435,CD-1007328,2022-07-29,12,149490.07,1.258,AT_MATURITY,VARIABLE,YES,MATURED,BR-052,USD,ACT_365,NO
CUST003136,CD-1007329,2026-02-28,48,117169.23,3.489,MONTHLY,VARIABLE,YES,ACTIVE,BR-039,USD,30_360,NO
CUST001924,CD-1007330,2024-11-18,3,64797.45,1.132,MONTHLY,VARIABLE,NO,MATURED,BR-126,USD,30_360,NO
CUST002000,CD-1007331,2023-07-01,24,235760.57,1.934,AT_MATURITY,VARIABLE,NO,MATURED,BR-130,USD,ACT_365,YES
CUST003359,CD-1007332,2021-11-24,18,79730.22,2.085,QUARTERLY,VARIABLE,YES,MATURED,BR-033,USD,ACT_365,YES
CUST002717,CD-1007333,2024-10-06,3,14293.84,0.536,QUARTERLY,FIXED,YES,MATURED,BR-128,USD,30_360,NO
CUST001690,CD-1007334,2023-08-13,24,15170.41,1.257,QUARTERLY,VARIABLE,NO,MATURED,BR-068,USD,ACT_365,NO
CUST002673,CD-1007335,2023-04-10,3,50670.02,1.012,MONTHLY,FIXED,YES,MATURED,BR-002,USD,30_360,YES
CUST001029,CD-1007336,2025-10-15,36,29625.59,2.63,MONTHLY,VARIABLE,YES,ACTIVE,BR-083,USD,ACT_365,NO
CUST007757,CD-1007337,2022-05-10,18,98974.83,1.097,AT_MATURITY,VARIABLE,YES,MATURED,BR-080,USD,30_360,NO
CUST003040,CD-1007338,2023-11-26,24,20575.95,2.293,MONTHLY,VARIABLE,YES,MATURED,BR-146,USD,30_360,NO
CUST000859,CD-1007339,2020-04-09,24,140510.72,1.486,QUARTERLY,VARIABLE,YES,MATURED,BR-004,USD,30_360,NO
CUST004606,CD-1007340,2024-06-10,9,102393.61,1.241,AT_MATURITY,FIXED,NO,MATURED,BR-059,USD,ACT_365,YES
CUST007065,CD-1007341,2023-06-02,24,149682.33,2.348,MONTHLY,VARIABLE,YES,MATURED,BR-006,USD,30_360,NO
CUST002880,CD-1007342,2025-06-21,6,247314.52,1.21,MONTHLY,FIXED,YES,MATURED,BR-105,USD,30_360,NO
CUST006762,CD-1007343,2022-01-29,36,247979.45,2.79,QUARTERLY,FIXED,NO,MATURED,BR-017,USD,30_360,NO
CUST004886,CD-1007344,2025-10-11,3,104548.75,0.794,AT_MATURITY,VARIABLE,NO,MATURED,BR-048,USD,ACT_365,YES
CUST005914,CD-1007345,2023-08-06,6,92079.96,1.179,QUARTERLY,VARIABLE,YES,MATURED,BR-130,USD,ACT_365,YES
CUST002370,CD-1007346,2021-04-20,36,170547.44,2.898,AT_MATURITY,FIXED,YES,MATURED,BR-003,USD,ACT_365,NO
CUST000296,CD-1007347,2020-12-31,3,92236.06,0.734,QUARTERLY,FIXED,YES,MATURED,BR-115,USD,30_360,YES
CUST002767,CD-1007348,2021-03-22,60,194681.25,3.604,MONTHLY,VARIABLE,YES,MATURED,BR-063,USD,ACT_365,NO
CUST007395,CD-1007349,2021-11-19,3,150610.67,1.236,AT_MATURITY,VARIABLE,NO,MATURED,BR-130,USD,ACT_365,YES
CUST006325,CD-1007350,2023-06-09,18,50272.06,2.408,QUARTERLY,VARIABLE,YES,MATURED,BR-051,USD,ACT_365,YES
CUST006273,CD-1007351,2025-06-03,60,104001.04,4.523,MONTHLY,VARIABLE,YES,ACTIVE,BR-107,USD,ACT_365,NO
CUST007026,CD-1007352,2026-03-20,36,215982.68,1.801,MONTHLY,FIXED,YES,ACTIVE,BR-140,USD,ACT_365,YES
CUST002986,CD-1007353,2024-03-27,24,138561.64,2.518,MONTHLY,FIXED,YES,MATURED,BR-122,USD,30_360,NO
CUST002576,CD-1007354,2023-01-23,36,177624.72,2.498,MONTHLY,VARIABLE,YES,MATURED,BR-082,USD,ACT_365,NO
CUST007401,CD-1007355,2023-10-30,36,177607.75,3.35,AT_MATURITY,VARIABLE,NO,ACTIVE,BR-066,USD,30_360,NO
CUST004572,CD-1007356,2022-01-24,6,120797.74,0.757,AT_MATURITY,VARIABLE,YES,MATURED,BR-022,USD,ACT_365,NO
CUST002384,CD-1007357,2021-07-12,9,74225.1,0.885,MONTHLY,VARIABLE,YES,MATURED,BR-050,USD,ACT_365,NO
CUST002226,CD-1007358,2023-05-10,6,149286.54,1.102,AT_MATURITY,VARIABLE,NO,MATURED,BR-085,USD,30_360,NO
CUST007018,CD-1007359,2025-03-02,6,28707.99,0.979,AT_MATURITY,FIXED,NO,MATURED,BR-132,USD,ACT_365,NO
CUST000427,CD-1007360,2020-05-26,6,149543.97,0.997,MONTHLY,VARIABLE,YES,MATURED,BR-079,USD,ACT_365,NO
CUST000494,CD-1007361,2020-09-09,24,26133.29,2.41,MONTHLY,VARIABLE,NO,MATURED,BR-095,USD,30_360,NO
CUST005903,CD-1007362,2021-02-08,60,225498.61,4.433,QUARTERLY,VARIABLE,YES,MATURED,BR-092,USD,ACT_365,NO
CUST000011,CD-1007363,2021-04-23,24,186095.94,1.75,QUARTERLY,FIXED,YES,MATURED,BR-129,USD,ACT_365,NO
CUST001368,CD-1007364,2020-12-05,3,45711.89,1.534,QUARTERLY,VARIABLE,NO,MATURED,BR-141,USD,ACT_365,NO
CUST007925,CD-1007365,2020-10-23,36,196272.76,2.289,MONTHLY,FIXED,YES,MATURED,BR-101,USD,ACT_365,NO
CUST003406,CD-1007366,2020-03-04,18,181600.28,1.548,MONTHLY,VARIABLE,YES,MATURED,BR-098,USD,ACT_365,NO
CUST005821,CD-1007367,2022-03-05,36,182246.97,3.607,AT_MATURITY,FIXED,YES,MATURED,BR-010,USD,30_360,NO
CUST003896,CD-1007368,2024-07-05,12,84152.8,1.569,MONTHLY,VARIABLE,YES,MATURED,BR-082,USD,ACT_365,NO
CUST000725,CD-1007369,2020-12-24,12,130923.85,1.21,AT_MATURITY,FIXED,YES,MATURED,BR-084,USD,30_360,NO
CUST001476,CD-1007370,2022-01-12,24,146650.81,2.172,MONTHLY,FIXED,NO,MATURED,BR-103,USD,ACT_365,NO
CUST006089,CD-1007371,2026-01-28,36,94556.08,2.967,AT_MATURITY,FIXED,NO,ACTIVE,BR-109,USD,ACT_365,NO
CUST000757,CD-1007372,2021-01-19,6,140319.52,1.238,AT_MATURITY,FIXED,YES,MATURED,BR-091,USD,ACT_365,NO
CUST004757,CD-1007373,2026-03-01,24,61382.09,2.528,MONTHLY,FIXED,YES,ACTIVE,BR-107,USD,ACT_365,NO
CUST002784,CD-1007374,2023-03-14,60,218783.73,3.697,MONTHLY,VARIABLE,YES,ACTIVE,BR-023,USD,30_360,NO
CUST002963,CD-1007375,2024-07-09,3,240103.96,0.731,AT_MATURITY,FIXED,YES,MATURED,BR-017,USD,30_360,NO
CUST007618,CD-1007376,2022-01-07,9,82019.87,0.968,MONTHLY,FIXED,YES,MATURED,BR-150,USD,30_360,NO
CUST004847,CD-1007377,2022-01-10,18,85928.2,1.469,QUARTERLY,FIXED,YES,MATURED,BR-122,USD,30_360,NO
CUST004921,CD-1007378,2022-06-15,60,54444.43,4.015,QUARTERLY,FIXED,YES,ACTIVE,BR-149,USD,30_360,NO
CUST002803,CD-1007379,2020-10-18,60,216262.44,3.628,QUARTERLY,FIXED,YES,MATURED,BR-066,USD,ACT_365,NO
CUST003051,CD-1007380,2021-12-20,24,41258.77,2.182,MONTHLY,FIXED,NO,MATURED,BR-121,USD,ACT_365,YES
CUST005486,CD-1007381,2025-08-01,18,199815.28,1.981,MONTHLY,FIXED,NO,ACTIVE,BR-116,USD,ACT_365,NO
CUST000312,CD-1007382,2020-01-10,12,208166.0,1.012,MONTHLY,VARIABLE,YES,MATURED,BR-012,USD,ACT_365,NO
CUST001899,CD-1007383,2023-07-28,18,79396.63,1.539,QUARTERLY,VARIABLE,NO,MATURED,BR-083,USD,30_360,NO
CUST004802,CD-1007384,2024-04-19,36,194309.5,2.541,AT_MATURITY,FIXED,YES,ACTIVE,BR-068,USD,30_360,NO
CUST004988,CD-1007385,2020-11-18,18,113516.51,1.683,MONTHLY,FIXED,YES,MATURED,BR-098,USD,ACT_365,NO
CUST000738,CD-1007386,2020-09-09,18,87438.93,1.702,AT_MATURITY,FIXED,YES,MATURED,BR-122,USD,ACT_365,NO
CUST006302,CD-1007387,2023-06-14,48,223397.92,3.677,QUARTERLY,FIXED,NO,ACTIVE,BR-085,USD,ACT_365,NO
CUST004340,CD-1007388,2021-05-14,6,113655.26,1.463,MONTHLY,VARIABLE,YES,MATURED,BR-086,USD,ACT_365,NO
CUST001902,CD-1007389,2026-02-08,60,14279.81,3.717,QUARTERLY,VARIABLE,NO,ACTIVE,BR-078,USD,ACT_365,NO
CUST006015,CD-1007390,2021-03-10,36,158813.09,2.962,MONTHLY,FIXED,YES,MATURED,BR-020,USD,ACT_365,YES
CUST007927,CD-1007391,2020-10-25,24,164671.58,2.561,QUARTERLY,VARIABLE,YES,MATURED,BR-040,USD,30_360,NO
CUST003389,CD-1007392,2022-01-25,24,158845.3,2.503,AT_MATURITY,FIXED,YES,MATURED,BR-005,USD,30_360,NO
CUST002268,CD-1007393,2022-01-27,24,90399.55,2.152,AT_MATURITY,FIXED,YES,MATURED,BR-049,USD,30_360,NO
CUST002395,CD-1007394,2020-12-31,24,169814.4,2.061,QUARTERLY,VARIABLE,NO,MATURED,BR-053,USD,ACT_365,NO
CUST004741,CD-1007395,2024-02-25,12,73128.03,0.949,MONTHLY,VARIABLE,NO,MATURED,BR-130,USD,30_360,NO
CUST000380,CD-1007396,2022-03-02,36,116358.36,2.575,QUARTERLY,FIXED,YES,MATURED,BR-036,USD,30_360,NO
CUST003867,CD-1007397,2023-04-17,9,54568.33,0.757,QUARTERLY,VARIABLE,YES,MATURED,BR-055,USD,30_360,NO
CUST000199,CD-1007398,2021-07-08,24,153506.48,2.479,MONTHLY,VARIABLE,YES,MATURED,BR-005,USD,30_360,NO
CUST000309,CD-1007399,2020-08-07,18,202719.94,1.668,AT_MATURITY,FIXED,NO,MATURED,BR-035,USD,ACT_365,YES
CUST003440,CD-1007400,2020-05-19,12,24867.81,1.41,QUARTERLY,VARIABLE,YES,MATURED,BR-091,USD,ACT_365,NO
CUST005964,CD-1007401,2020-04-30,48,7239.58,3.144,MONTHLY,FIXED,YES,MATURED,BR-140,USD,ACT_365,NO
CUST007066,CD-1007402,2025-06-08,9,190403.03,0.786,MONTHLY,FIXED,YES,MATURED,BR-105,USD,ACT_365,YES
CUST000701,CD-1007403,2021-08-26,24,81058.51,2.329,QUARTERLY,FIXED,YES,MATURED,BR-077,USD,ACT_365,NO
CUST001953,CD-1007404,2021-11-28,9,81294.46,1.456,QUARTERLY,VARIABLE,NO,MATURED,BR-114,USD,30_360,NO
CUST003373,CD-1007405,2023-08-14,6,141402.51,1.447,MONTHLY,VARIABLE,NO,MATURED,BR-138,USD,30_360,NO
CUST004592,CD-1007406,2020-08-05,24,121941.02,1.467,AT_MATURITY,FIXED,YES,MATURED,BR-069,USD,30_360,NO
CUST007896,CD-1007407,2023-10-02,60,30829.23,4.462,QUARTERLY,VARIABLE,YES,ACTIVE,BR-055,USD,ACT_365,NO
CUST005474,CD-1007408,2023-04-04,9,190228.57,1.236,QUARTERLY,FIXED,NO,MATURED,BR-149,USD,30_360,NO
CUST004307,CD-1007409,2024-12-10,6,44479.73,1.392,MONTHLY,FIXED,YES,MATURED,BR-006,USD,ACT_365,NO
CUST000487,CD-1007410,2020-10-08,6,206594.04,0.25,AT_MATURITY,VARIABLE,YES,MATURED,BR-135,USD,30_360,NO
CUST000647,CD-1007411,2020-02-08,18,191204.74,1.904,AT_MATURITY,VARIABLE,YES,MATURED,BR-117,USD,ACT_365,NO
CUST001225,CD-1007412,2024-10-29,48,42223.04,3.334,QUARTERLY,VARIABLE,YES,ACTIVE,BR-103,USD,ACT_365,NO
CUST005286,CD-1007413,2022-04-24,36,189674.31,2.643,AT_MATURITY,VARIABLE,NO,MATURED,BR-041,USD,ACT_365,YES
CUST002650,CD-1007414,2020-05-20,6,165404.41,1.086,QUARTERLY,VARIABLE,NO,MATURED,BR-021,USD,ACT_365,NO
CUST001928,CD-1007415,2023-06-23,48,245464.12,3.151,MONTHLY,VARIABLE,YES,ACTIVE,BR-001,USD,30_360,NO
CUST005361,CD-1007416,2022-11-25,6,178101.31,0.626,AT_MATURITY,VARIABLE,NO,MATURED,BR-117,USD,ACT_365,NO
CUST006523,CD-1007417,2025-12-09,24,97859.25,1.637,AT_MATURITY,FIXED,YES,ACTIVE,BR-146,USD,30_360,NO
CUST003512,CD-1007418,2025-11-22,48,155204.38,3.369,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-027,USD,ACT_365,YES
CUST007054,CD-1007419,2023-05-14,48,165637.12,3.819,AT_MATURITY,FIXED,YES,ACTIVE,BR-043,USD,ACT_365,NO
CUST005873,CD-1007420,2020-12-28,36,186539.76,3.107,MONTHLY,VARIABLE,YES,MATURED,BR-027,USD,ACT_365,NO
CUST005730,CD-1007421,2024-09-01,9,117422.15,1.361,AT_MATURITY,FIXED,YES,MATURED,BR-076,USD,30_360,NO
CUST006940,CD-1007422,2021-04-04,36,207009.76,2.549,AT_MATURITY,FIXED,YES,MATURED,BR-118,USD,30_360,NO
CUST001471,CD-1007423,2025-03-26,12,72091.97,2.162,QUARTERLY,FIXED,YES,MATURED,BR-082,USD,ACT_365,NO
CUST006067,CD-1007424,2023-10-01,12,240853.41,1.678,AT_MATURITY,FIXED,NO,MATURED,BR-104,USD,ACT_365,NO
CUST007661,CD-1007425,2022-03-19,18,77952.44,1.968,QUARTERLY,FIXED,YES,MATURED,BR-089,USD,30_360,NO
CUST007937,CD-1007426,2026-02-13,24,9867.77,1.614,MONTHLY,VARIABLE,YES,ACTIVE,BR-044,USD,ACT_365,NO
CUST004624,CD-1007427,2023-03-19,6,50433.66,1.209,QUARTERLY,VARIABLE,YES,MATURED,BR-068,USD,ACT_365,NO
CUST006035,CD-1007428,2022-05-30,60,231896.39,3.567,QUARTERLY,VARIABLE,YES,ACTIVE,BR-050,USD,ACT_365,NO
CUST007108,CD-1007429,2021-03-07,48,197617.82,4.089,AT_MATURITY,FIXED,YES,MATURED,BR-005,USD,30_360,NO
CUST006817,CD-1007430,2024-01-19,9,110123.03,0.986,MONTHLY,VARIABLE,YES,MATURED,BR-053,USD,ACT_365,NO
CUST007182,CD-1007431,2021-09-07,9,226336.25,1.068,MONTHLY,VARIABLE,YES,MATURED,BR-091,USD,ACT_365,NO
CUST006659,CD-1007432,2020-12-13,3,62034.95,0.733,MONTHLY,VARIABLE,YES,MATURED,BR-128,USD,ACT_365,NO
CUST003051,CD-1007433,2020-09-26,12,58772.78,1.31,QUARTERLY,VARIABLE,YES,MATURED,BR-041,USD,30_360,NO
CUST005842,CD-1007434,2024-01-03,6,32675.1,1.355,MONTHLY,VARIABLE,YES,MATURED,BR-005,USD,30_360,NO
CUST003284,CD-1007435,2025-10-02,60,110886.86,4.001,AT_MATURITY,FIXED,NO,ACTIVE,BR-046,USD,30_360,NO
CUST006414,CD-1007436,2021-07-30,60,128774.34,4.015,MONTHLY,FIXED,YES,ACTIVE,BR-099,USD,ACT_365,NO
CUST006482,CD-1007437,2021-05-10,48,36712.73,3.612,QUARTERLY,VARIABLE,YES,MATURED,BR-150,USD,ACT_365,NO
CUST007477,CD-1007438,2023-10-30,9,29094.07,0.749,AT_MATURITY,FIXED,NO,MATURED,BR-045,USD,ACT_365,NO
CUST004706,CD-1007439,2020-11-22,36,97917.75,2.982,QUARTERLY,VARIABLE,YES,MATURED,BR-012,USD,30_360,NO
CUST003802,CD-1007440,2020-07-21,18,58538.41,1.807,MONTHLY,VARIABLE,NO,MATURED,BR-012,USD,ACT_365,YES
CUST001325,CD-1007441,2023-12-25,9,143778.87,1.034,AT_MATURITY,VARIABLE,NO,MATURED,BR-108,USD,30_360,NO
CUST005106,CD-1007442,2023-04-12,18,131321.63,1.806,AT_MATURITY,VARIABLE,NO,MATURED,BR-032,USD,30_360,YES
CUST004531,CD-1007443,2020-03-06,6,41039.63,1.16,MONTHLY,FIXED,YES,MATURED,BR-128,USD,30_360,NO
CUST004120,CD-1007444,2021-06-25,60,3812.61,3.082,AT_MATURITY,FIXED,NO,ACTIVE,BR-069,USD,ACT_365,NO
CUST005410,CD-1007445,2021-03-28,6,161375.02,1.601,MONTHLY,FIXED,YES,MATURED,BR-101,USD,30_360,YES
CUST006808,CD-1007446,2024-04-03,9,193334.93,1.703,QUARTERLY,FIXED,NO,MATURED,BR-002,USD,ACT_365,YES
CUST001190,CD-1007447,2024-02-27,6,122324.04,0.663,MONTHLY,FIXED,YES,MATURED,BR-098,USD,ACT_365,NO
CUST003451,CD-1007448,2024-09-01,18,144087.49,1.495,AT_MATURITY,VARIABLE,YES,MATURED,BR-039,USD,ACT_365,NO
CUST005778,CD-1007449,2020-08-14,36,240447.0,3.194,AT_MATURITY,FIXED,YES,MATURED,BR-071,USD,30_360,NO
CUST006557,CD-1007450,2025-04-18,60,192042.12,4.233,QUARTERLY,FIXED,YES,ACTIVE,BR-150,USD,ACT_365,NO
CUST006227,CD-1007451,2021-04-22,12,83785.56,1.576,MONTHLY,FIXED,YES,MATURED,BR-011,USD,30_360,NO
CUST006395,CD-1007452,2026-03-13,6,212650.27,1.273,MONTHLY,FIXED,NO,ACTIVE,BR-086,USD,30_360,YES
CUST006840,CD-1007453,2025-06-11,3,137348.81,1.091,AT_MATURITY,VARIABLE,NO,MATURED,BR-018,USD,30_360,NO
CUST007695,CD-1007454,2022-11-13,24,130722.64,1.707,AT_MATURITY,VARIABLE,YES,MATURED,BR-018,USD,ACT_365,NO
CUST004864,CD-1007455,2024-11-27,60,173122.04,3.802,MONTHLY,FIXED,YES,ACTIVE,BR-074,USD,ACT_365,NO
CUST001992,CD-1007456,2024-03-09,3,107656.5,1.309,QUARTERLY,VARIABLE,YES,MATURED,BR-107,USD,30_360,NO
CUST004508,CD-1007457,2024-10-30,60,220252.75,4.23,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-018,USD,30_360,NO
CUST005677,CD-1007458,2020-02-12,9,42237.47,1.379,QUARTERLY,FIXED,YES,MATURED,BR-122,USD,ACT_365,NO
CUST000806,CD-1007459,2020-07-10,60,105767.37,3.773,MONTHLY,FIXED,YES,MATURED,BR-058,USD,30_360,NO
CUST006055,CD-1007460,2025-08-26,3,16683.48,1.306,MONTHLY,VARIABLE,YES,MATURED,BR-074,USD,ACT_365,YES
CUST004354,CD-1007461,2024-11-17,60,176495.88,3.662,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-034,USD,30_360,NO
CUST007490,CD-1007462,2023-11-05,9,67938.66,1.798,QUARTERLY,FIXED,YES,MATURED,BR-099,USD,ACT_365,NO
CUST001695,CD-1007463,2021-12-13,9,106643.46,1.026,MONTHLY,FIXED,NO,MATURED,BR-126,USD,30_360,NO
CUST007255,CD-1007464,2022-08-19,6,221647.37,0.815,QUARTERLY,FIXED,NO,MATURED,BR-071,USD,30_360,NO
CUST003584,CD-1007465,2022-06-15,6,46978.24,1.131,MONTHLY,VARIABLE,YES,MATURED,BR-129,USD,30_360,NO
CUST004588,CD-1007466,2022-09-17,48,1061.76,3.434,AT_MATURITY,FIXED,YES,ACTIVE,BR-038,USD,30_360,NO
CUST005280,CD-1007467,2023-12-04,3,144740.89,0.994,MONTHLY,FIXED,NO,MATURED,BR-018,USD,ACT_365,NO
CUST004633,CD-1007468,2024-09-24,18,109667.54,1.297,AT_MATURITY,VARIABLE,YES,MATURED,BR-132,USD,30_360,NO
CUST007230,CD-1007469,2022-05-25,60,14212.7,4.148,QUARTERLY,VARIABLE,YES,ACTIVE,BR-092,USD,30_360,YES
CUST001339,CD-1007470,2025-03-16,12,74413.3,1.783,MONTHLY,FIXED,YES,MATURED,BR-009,USD,30_360,NO
CUST005839,CD-1007471,2020-07-25,48,60156.95,3.332,QUARTERLY,VARIABLE,NO,MATURED,BR-136,USD,30_360,NO
CUST007799,CD-1007472,2025-01-16,36,65524.22,2.179,AT_MATURITY,FIXED,YES,ACTIVE,BR-136,USD,ACT_365,NO
CUST001761,CD-1007473,2024-03-23,48,197520.76,3.286,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-127,USD,ACT_365,YES
CUST002040,CD-1007474,2023-03-10,60,76535.08,3.603,MONTHLY,VARIABLE,YES,ACTIVE,BR-129,USD,30_360,NO
CUST003800,CD-1007475,2022-05-05,3,122661.81,0.284,QUARTERLY,FIXED,NO,MATURED,BR-132,USD,30_360,NO
CUST005798,CD-1007476,2022-04-26,9,66747.26,1.088,AT_MATURITY,VARIABLE,NO,MATURED,BR-001,USD,ACT_365,NO
CUST007671,CD-1007477,2022-04-02,9,237659.77,1.848,AT_MATURITY,VARIABLE,YES,MATURED,BR-148,USD,ACT_365,NO
CUST006366,CD-1007478,2025-11-26,3,193666.35,0.931,MONTHLY,FIXED,YES,MATURED,BR-096,USD,30_360,NO
CUST006352,CD-1007479,2020-03-02,3,106109.01,0.864,MONTHLY,FIXED,YES,MATURED,BR-094,USD,ACT_365,YES
CUST003530,CD-1007480,2023-12-17,3,181882.35,1.209,QUARTERLY,VARIABLE,YES,MATURED,BR-130,USD,30_360,NO
CUST005163,CD-1007481,2026-03-06,60,79048.89,4.214,MONTHLY,FIXED,YES,ACTIVE,BR-116,USD,ACT_365,NO
CUST001690,CD-1007482,2023-05-25,48,21016.36,2.847,QUARTERLY,VARIABLE,YES,ACTIVE,BR-081,USD,ACT_365,NO
CUST003705,CD-1007483,2023-12-28,24,107915.29,2.734,AT_MATURITY,FIXED,YES,MATURED,BR-088,USD,ACT_365,NO
CUST001512,CD-1007484,2023-09-26,48,141364.05,3.429,AT_MATURITY,FIXED,YES,ACTIVE,BR-114,USD,30_360,NO
CUST000217,CD-1007485,2023-02-27,12,87663.99,1.757,MONTHLY,VARIABLE,YES,MATURED,BR-125,USD,ACT_365,NO
CUST006852,CD-1007486,2023-12-07,18,100683.83,1.552,QUARTERLY,FIXED,YES,MATURED,BR-086,USD,ACT_365,NO
CUST006438,CD-1007487,2025-08-22,48,178749.99,2.676,MONTHLY,VARIABLE,NO,ACTIVE,BR-010,USD,30_360,YES
CUST004086,CD-1007488,2024-06-14,6,223914.12,1.079,AT_MATURITY,FIXED,YES,MATURED,BR-008,USD,30_360,YES
CUST000116,CD-1007489,2025-04-21,6,223579.46,0.734,AT_MATURITY,VARIABLE,NO,MATURED,BR-021,USD,30_360,NO
CUST000722,CD-1007490,2023-06-15,18,144135.11,2.17,MONTHLY,VARIABLE,YES,MATURED,BR-035,USD,30_360,NO
CUST000895,CD-1007491,2024-10-30,9,157557.84,0.784,QUARTERLY,VARIABLE,YES,MATURED,BR-100,USD,30_360,NO
CUST005736,CD-1007492,2025-06-19,36,133436.41,2.729,MONTHLY,FIXED,YES,ACTIVE,BR-118,USD,ACT_365,YES
CUST001628,CD-1007493,2021-04-28,24,93123.31,2.29,AT_MATURITY,FIXED,YES,MATURED,BR-031,USD,30_360,YES
CUST002002,CD-1007494,2025-05-15,9,184670.84,1.429,MONTHLY,VARIABLE,YES,MATURED,BR-050,USD,30_360,NO
CUST006888,CD-1007495,2024-04-15,6,28255.7,0.945,MONTHLY,FIXED,NO,MATURED,BR-147,USD,30_360,YES
CUST007011,CD-1007496,2022-10-05,3,223556.54,0.337,MONTHLY,VARIABLE,NO,MATURED,BR-124,USD,ACT_365,NO
CUST006104,CD-1007497,2024-10-31,12,71288.01,0.913,QUARTERLY,VARIABLE,YES,MATURED,BR-019,USD,ACT_365,NO
CUST002477,CD-1007498,2021-01-19,9,55096.13,1.015,QUARTERLY,FIXED,YES,MATURED,BR-027,USD,ACT_365,NO
CUST004639,CD-1007499,2024-05-12,3,68861.55,0.466,QUARTERLY,FIXED,YES,MATURED,BR-125,USD,30_360,NO
CUST001602,CD-1007500,2023-08-08,36,203023.38,2.694,QUARTERLY,FIXED,NO,ACTIVE,BR-069,USD,30_360,NO
CUST006863,CD-1007501,2025-07-18,60,67589.18,3.733,AT_MATURITY,VARIABLE,NO,ACTIVE,BR-147,USD,30_360,NO
CUST000679,CD-1007502,2023-11-16,60,152579.88,3.548,QUARTERLY,FIXED,NO,ACTIVE,BR-017,USD,30_360,NO
CUST005955,CD-1007503,2023-04-14,6,86117.86,0.622,AT_MATURITY,VARIABLE,NO,MATURED,BR-112,USD,ACT_365,NO
CUST004092,CD-1007504,2023-04-08,6,164272.73,0.563,AT_MATURITY,VARIABLE,YES,MATURED,BR-021,USD,ACT_365,NO
CUST006060,CD-1007505,2023-06-19,12,148110.82,1.42,AT_MATURITY,VARIABLE,YES,MATURED,BR-132,USD,ACT_365,NO
CUST003606,CD-1007506,2025-07-24,60,249442.75,3.743,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-098,USD,30_360,NO
CUST001265,CD-1007507,2024-11-25,24,78083.52,2.089,MONTHLY,FIXED,YES,ACTIVE,BR-063,USD,30_360,YES
CUST006010,CD-1007508,2020-07-31,18,87776.94,1.733,QUARTERLY,FIXED,NO,MATURED,BR-083,USD,ACT_365,YES
CUST005049,CD-1007509,2023-04-29,60,50092.5,3.929,QUARTERLY,VARIABLE,NO,ACTIVE,BR-149,USD,ACT_365,YES
CUST003717,CD-1007510,2021-10-17,24,116245.09,2.307,AT_MATURITY,VARIABLE,YES,MATURED,BR-091,USD,ACT_365,NO
CUST002982,CD-1007511,2021-01-10,60,209421.37,3.484,MONTHLY,VARIABLE,YES,MATURED,BR-038,USD,30_360,NO
CUST002751,CD-1007512,2025-05-28,48,53144.01,3.588,MONTHLY,FIXED,NO,ACTIVE,BR-087,USD,30_360,NO
CUST003849,CD-1007513,2025-05-09,60,240371.75,4.137,QUARTERLY,FIXED,YES,ACTIVE,BR-144,USD,30_360,YES
CUST002093,CD-1007514,2025-11-12,24,3782.74,2.011,MONTHLY,FIXED,YES,ACTIVE,BR-124,USD,30_360,YES
